Date,State_Num,State,County_Num,County_Name,Event,Property_DMG,Damage Factor,F-Scale
11-May-82,40,OK,39,CUSTER,TORNADO,0.03,K,0
11-May-82,40,OK,57,HARMON,TORNADO,0.03,K,0
11-May-82,40,OK,57,HARMON,TORNADO,25,K,1
11-May-82,40,OK,57,HARMON,TORNADO,25,K,1
20-Apr-84,40,OK,11,BLAINE,TORNADO,250,K,1
20-Apr-84,40,OK,19,CARTER,TORNADO,0.03,K,0
15-Aug-82,40,OK,139,TEXAS,TORNADO,25,K,1
27-Aug-82,40,OK,87,MCCLAIN,TORNADO,25,K,2
27-Aug-82,40,OK,145,WAGONER,TORNADO,25,K,2
12-Sep-82,40,OK,71,KAY,TORNADO,0.25,K,1
13-Sep-82,40,OK,107,OKFUSKEE,TORNADO,2.5,K,2
11-Nov-82,40,OK,113,OSAGE,TORNADO,25,K,1
22-Nov-82,40,OK,5,ATOKA,TORNADO,2.5,M,2
23-Dec-82,40,OK,79,LE FLORE,TORNADO,0.25,K,1
12-May-83,40,OK,71,KAY,TORNADO,0.03,K,0
12-May-83,40,OK,53,GRANT,TORNADO,0.03,K,0
12-May-83,40,OK,71,KAY,TORNADO,0.03,K,0
12-May-83,40,OK,47,GARFIELD,TORNADO,0.03,K,0
12-May-83,40,OK,55,GREER,TORNADO,2.5,K,2
12-May-83,40,OK,65,JACKSON,TORNADO,0.03,K,2
13-May-83,40,OK,141,TILLMAN,TORNADO,25,K,1
13-May-83,40,OK,67,JEFFERSON,TORNADO,0.03,K,0
13-May-83,40,OK,39,CUSTER,TORNADO,0.03,K,0
13-May-83,40,OK,57,HARMON,TORNADO,250,K,2
13-May-83,40,OK,39,CUSTER,TORNADO,250,K,1
13-May-83,40,OK,57,HARMON,TORNADO,250,K,2
13-May-83,40,OK,57,HARMON,TORNADO,0.03,K,0
13-May-83,40,OK,19,CARTER,TORNADO,0.03,K,0
13-May-83,40,OK,57,HARMON,TORNADO,250,K,2
30-Jul-83,40,OK,101,MUSKOGEE,TORNADO,0.03,K,0
30-Jul-83,40,OK,91,MCINTOSH,TORNADO,25,K,2
21-Aug-83,40,OK,25,CIMARRON,TORNADO,0.03,K,0
20-Apr-84,40,OK,47,GARFIELD,TORNADO,0.03,K,0
20-Apr-84,40,OK,5,ATOKA,TORNADO,0.03,K,0
26-Apr-84,40,OK,83,LOGAN,TORNADO,250,K,0
26-Apr-84,40,OK,83,LOGAN,TORNADO,250,K,1
26-Apr-84,40,OK,119,PAYNE,TORNADO,250,K,0
26-Apr-84,40,OK,119,PAYNE,TORNADO,250,K,1
8-Jun-84,40,OK,3,ALFALFA,TORNADO,25,K,1
8-Jun-84,40,OK,53,GRANT,TORNADO,0,K,0
18-Jun-84,40,OK,111,OKMULGEE,TORNADO,25,K,1
8-Sep-84,40,OK,49,GARVIN,TORNADO,0,K,0
8-Sep-84,40,OK,99,MURRAY,TORNADO,0,K,0
16-Oct-84,40,OK,135,SEQUOYAH,TORNADO,25,K,2
18-Oct-84,40,OK,135,SEQUOYAH,TORNADO,0,K,0
31-Oct-84,40,OK,153,WOODWARD,TORNADO,250,K,3
31-Oct-84,40,OK,93,MAJOR,TORNADO,250,K,3
31-Oct-84,40,OK,43,DEWEY,TORNADO,0,K,2
31-Oct-84,40,OK,93,MAJOR,TORNADO,250,K,2
31-Oct-84,40,OK,89,MCCURTAIN,TORNADO,25,K,1
20-May-85,40,OK,141,TILLMAN,TORNADO,0,K,0
22-Sep-85,40,OK,151,WOODS,TORNADO,0,K,0
22-Sep-85,40,OK,151,WOODS,TORNADO,0,K,0
22-Sep-85,40,OK,3,ALFALFA,TORNADO,250,K,2
31-May-87,40,OK,81,LINCOLN,TORNADO,0,K,0
29-Sep-86,40,OK,83,LOGAN,TORNADO,0,K,0
29-Sep-86,40,OK,109,OKLAHOMA,TORNADO,250,K,2
29-Sep-86,40,OK,109,OKLAHOMA,TORNADO,0,K,2
27-Feb-84,45,SC,29,COLLETON,TORNADO,2.5,K,0
27-Feb-84,45,SC,19,CHARLESTON,TORNADO,2.5,K,0
20-Mar-84,45,SC,73,OCONEE,TORNADO,25,K,1
16-Jun-89,45,SC,57,LANCASTER,TORNADO,2.5,M,1
28-Mar-84,45,SC,1,ABBEVILLE,TORNADO,25,M,1
28-Mar-84,45,SC,59,LAURENS,TORNADO,25,M,2
28-Mar-84,45,SC,71,NEWBERRY,TORNADO,25,M,2
28-Mar-84,45,SC,71,NEWBERRY,TORNADO,2.5,M,3
28-Mar-84,45,SC,39,FAIRFIELD,TORNADO,2.5,M,3
28-Mar-84,45,SC,39,FAIRFIELD,TORNADO,25,M,4
28-Mar-84,45,SC,55,KERSHAW,TORNADO,25,M,4
28-Mar-84,45,SC,57,LANCASTER,TORNADO,25,M,4
28-Mar-84,45,SC,25,CHESTERFIELD,TORNADO,25,K,2
28-Mar-84,45,SC,25,CHESTERFIELD,TORNADO,25,M,4
28-Mar-84,45,SC,69,MARLBORO,TORNADO,25,M,4
28-Mar-84,45,SC,69,MARLBORO,TORNADO,25,M,4
22-Sep-89,45,SC,85,SUMTER,TORNADO,2.5,M,1
22-Sep-89,45,SC,57,LANCASTER,TORNADO,2.5,K,1
1-Oct-89,45,SC,11,BARNWELL,TORNADO,2.5,M,2
15-Nov-89,45,SC,47,GREENWOOD,TORNADO,250,K,2
5-Aug-92,45,SC,25,CHESTERFIELD,TORNADO,25,K,0
22-Nov-92,45,SC,65,MCCORMICK,TORNADO,250,K,3
22-Nov-92,45,SC,37,EDGEFIELD,TORNADO,250,K,3
22-Nov-92,45,SC,81,SALUDA,TORNADO,2.5,M,3
22-Nov-92,45,SC,81,SALUDA,TORNADO,2.5,M,2
19-Jun-71,46,SD,11,BROOKINGS,TORNADO,25,K,1
19-Jun-71,46,SD,11,BROOKINGS,TORNADO,0,K,2
19-Jun-71,46,SD,11,BROOKINGS,TORNADO,2.5,K,1
24-Jun-71,46,SD,115,SPINK,TORNADO,0,K,0
3-Jul-71,46,SD,59,HAND,TORNADO,0,K,2
3-Jul-71,46,SD,59,HAND,TORNADO,25,K,2
3-Jul-71,46,SD,59,HAND,TORNADO,25,K,3
3-Jul-71,46,SD,5,BEADLE,TORNADO,0,K,1
3-Jul-71,46,SD,17,BUFFALO,TORNADO,25,K,0
5-Jul-71,46,SD,13,BROWN,TORNADO,0,K,0
10-Feb-90,45,SC,73,OCONEE,TORNADO,250,K,1
10-Feb-90,45,SC,77,PICKENS,TORNADO,250,K,1
10-Feb-90,45,SC,77,PICKENS,TORNADO,250,K,1
10-Feb-90,45,SC,45,GREENVILLE,TORNADO,250,K,0
10-Feb-90,45,SC,83,SPARTANBURG,TORNADO,0.25,K,1
10-Feb-90,45,SC,21,CHEROKEE,TORNADO,250,K,1
16-Feb-90,45,SC,55,KERSHAW,TORNADO,2.5,K,0
26-Jul-64,46,SD,55,HAAKON,TORNADO,25,K,2
1-Aug-64,46,SD,105,PERKINS,TORNADO,25,K,2
5-May-65,46,SD,11,BROOKINGS,TORNADO,0,K,1
29-Aug-90,45,SC,15,BERKELEY,TORNADO,0,K,0
22-Oct-90,45,SC,17,CALHOUN,TORNADO,250,K,2
14-Feb-91,45,SC,77,PICKENS,TORNADO,25,K,1
1-Mar-91,45,SC,3,AIKEN,TORNADO,0,K,2
1-Mar-91,45,SC,31,DARLINGTON,TORNADO,250,K,0
14-Jun-67,46,SD,135,YANKTON,TORNADO,0,K,0
14-Jun-67,46,SD,97,MINER,TORNADO,0,K,1
18-Jun-67,46,SD,103,PENNINGTON,TORNADO,2.5,M,2
18-Jun-67,46,SD,87,MCCOOK,TORNADO,0,K,
18-Jun-67,46,SD,23,CHARLES MIX,TORNADO,0,K,
18-Jun-67,46,SD,23,CHARLES MIX,TORNADO,0,K,
18-Jun-67,46,SD,53,GREGORY,TORNADO,0,K,
18-Jun-67,46,SD,53,GREGORY,TORNADO,0,K,
9-Jul-71,46,SD,85,LYMAN,TORNADO,0,K,3
9-Jul-71,46,SD,85,LYMAN,TORNADO,0,K,3
24-Jul-71,46,SD,15,BRULE,TORNADO,0,K,3
1-Oct-71,46,SD,119,SULLY,TORNADO,25,K,2
1-Oct-71,46,SD,87,MCCOOK,TORNADO,25,K,2
18-Oct-71,46,SD,125,TURNER,TORNADO,25,K,2
21-May-72,46,SD,93,MEADE,TORNADO,0,K,0
21-May-72,46,SD,93,MEADE,TORNADO,0,K,1
21-May-72,46,SD,93,MEADE,TORNADO,2.5,K,2
22-May-72,46,SD,5,BEADLE,TORNADO,0,K,0
24-May-72,46,SD,17,BUFFALO,TORNADO,0,K,0
25-May-72,46,SD,105,PERKINS,TORNADO,25,K,2
25-May-72,46,SD,105,PERKINS,TORNADO,0,K,0
26-May-72,46,SD,119,SULLY,TORNADO,0,K,0
26-May-72,46,SD,111,SANBORN,TORNADO,0,K,0
26-May-72,46,SD,5,BEADLE,TORNADO,0,K,0
26-May-72,46,SD,93,MEADE,TORNADO,25,K,2
26-May-72,46,SD,43,DOUGLAS,TORNADO,0,K,0
28-May-72,46,SD,5,BEADLE,TORNADO,0,K,0
28-May-72,46,SD,5,BEADLE,TORNADO,0,K,0
28-May-72,46,SD,25,CLARK,TORNADO,0,K,
10-Jun-72,46,SD,93,MEADE,TORNADO,0,K,0
13-Jun-72,46,SD,9,BON HOMME,TORNADO,0,K,0
13-Jun-72,46,SD,67,HUTCHINSON,TORNADO,0,K,0
18-Jun-72,46,SD,5,BEADLE,TORNADO,0,K,0
19-Jun-72,46,SD,25,CLARK,TORNADO,25,K,1
4-May-59,46,SD,67,HUTCHINSON,TORNADO,0,K,0
25-May-59,46,SD,59,HAND,TORNADO,2.5,K,2
27-May-59,46,SD,53,GREGORY,TORNADO,25,K,1
30-May-59,46,SD,135,YANKTON,TORNADO,25,K,3
11-Jun-59,46,SD,83,LINCOLN,TORNADO,0,K,0
16-Jun-59,46,SD,13,BROWN,TORNADO,0,K,0
16-Jun-59,46,SD,77,KINGSBURY,TORNADO,0,K,0
23-Jun-59,46,SD,59,HAND,TORNADO,25,K,2
3-Jul-59,46,SD,129,WALWORTH,TORNADO,25,K,2
7-Jul-59,46,SD,115,SPINK,TORNADO,25,K,2
16-May-77,46,SD,7,BENNETT,TORNADO,25,K,
7-May-65,46,SD,23,CHARLES MIX,TORNADO,0,K,
8-May-65,46,SD,17,BUFFALO,TORNADO,0,K,
8-May-65,46,SD,123,TRIPP,TORNADO,2.5,M,5
8-May-65,46,SD,123,TRIPP,TORNADO,0,K,2
8-May-65,46,SD,53,GREGORY,TORNADO,2.5,K,3
8-May-65,46,SD,119,SULLY,TORNADO,0,K,1
8-May-65,46,SD,97,MINER,TORNADO,25,K,2
8-May-65,46,SD,107,POTTER,TORNADO,0,K,0
8-May-65,46,SD,27,CLAY,TORNADO,25,K,2
8-May-65,46,SD,15,BRULE,TORNADO,25,K,2
8-May-65,46,SD,117,STANLEY,TORNADO,0,K,
8-May-65,46,SD,107,POTTER,TORNADO,0,K,0
8-May-65,46,SD,41,DEWEY,TORNADO,0,K,
8-May-65,46,SD,31,CORSON,TORNADO,0,K,
14-May-65,46,SD,119,SULLY,TORNADO,0,K,
14-May-65,46,SD,69,HYDE,TORNADO,0,K,
14-May-65,46,SD,59,HAND,TORNADO,0,K,
14-May-65,46,SD,29,CODINGTON,TORNADO,25,K,1
20-May-65,46,SD,13,BROWN,TORNADO,25,K,3
20-May-65,46,SD,49,FAULK,TORNADO,0,K,
20-May-65,46,SD,5,BEADLE,TORNADO,2.5,K,2
23-May-65,46,SD,103,PENNINGTON,TORNADO,0,K,0
23-May-65,46,SD,93,MEADE,TORNADO,2.5,K,1
23-May-65,46,SD,103,PENNINGTON,TORNADO,0,K,
24-May-65,46,SD,135,YANKTON,TORNADO,0,K,0
24-May-65,46,SD,87,MCCOOK,TORNADO,25,K,1
24-May-65,46,SD,135,YANKTON,TORNADO,25,K,2
24-May-65,46,SD,135,YANKTON,TORNADO,2.5,K,1
24-May-65,46,SD,87,MCCOOK,TORNADO,25,K,1
24-May-65,46,SD,87,MCCOOK,TORNADO,2.5,K,3
24-May-65,46,SD,87,MCCOOK,TORNADO,2.5,K,1
24-May-65,46,SD,99,MINNEHAHA,TORNADO,0,K,0
24-May-65,46,SD,99,MINNEHAHA,TORNADO,0,K,1
24-May-65,46,SD,79,LAKE,TORNADO,0,K,2
24-May-65,46,SD,79,LAKE,TORNADO,0,K,2
24-May-65,46,SD,79,LAKE,TORNADO,0,K,1
24-May-65,46,SD,11,BROOKINGS,TORNADO,0,K,1
24-May-65,46,SD,87,MCCOOK,TORNADO,25,K,1
24-May-65,46,SD,83,LINCOLN,TORNADO,0,K,
24-May-65,46,SD,87,MCCOOK,TORNADO,0,K,
29-May-65,46,SD,23,CHARLES MIX,TORNADO,0,K,
1-Jun-65,46,SD,23,CHARLES MIX,TORNADO,0,K,0
1-Jun-65,46,SD,23,CHARLES MIX,TORNADO,0,K,0
17-Apr-54,42,PA,11,BERKS,TORNADO,0.03,K,1
13-Aug-63,45,SC,1,ABBEVILLE,TORNADO,2.5,K,1
20-Aug-63,45,SC,75,ORANGEBURG,TORNADO,25,K,1
28-Sep-63,45,SC,75,ORANGEBURG,TORNADO,25,K,2
28-Sep-63,45,SC,63,LEXINGTON,TORNADO,0.25,K,1
29-Sep-63,45,SC,85,SUMTER,TORNADO,25,K,2
29-Sep-63,45,SC,41,FLORENCE,TORNADO,25,K,1
29-Sep-63,45,SC,33,DILLON,TORNADO,2.5,M,2
7-Apr-64,45,SC,83,SPARTANBURG,TORNADO,0.25,K,1
8-Apr-64,45,SC,11,BARNWELL,TORNADO,0.25,K,0
8-Apr-64,45,SC,49,HAMPTON,TORNADO,0.25,K,1
8-Apr-64,45,SC,75,ORANGEBURG,TORNADO,0.25,K,0
28-Apr-64,45,SC,83,SPARTANBURG,TORNADO,0.03,K,0
28-Apr-64,45,SC,83,SPARTANBURG,TORNADO,0.03,K,
30-Jun-67,46,SD,109,ROBERTS,TORNADO,25,K,1
9-Jul-67,46,SD,115,SPINK,TORNADO,0,K,
9-Jul-67,46,SD,97,MINER,TORNADO,0,K,1
9-Jul-67,46,SD,97,MINER,TORNADO,0,K,1
9-Jul-67,46,SD,79,LAKE,TORNADO,0,K,
9-Jul-67,46,SD,97,MINER,TORNADO,0,K,
7-Aug-67,46,SD,123,TRIPP,TORNADO,25,K,1
16-Aug-67,46,SD,27,CLAY,TORNADO,25,K,2
2-Sep-67,46,SD,103,PENNINGTON,TORNADO,0,K,
12-Sep-67,46,SD,5,BEADLE,TORNADO,2.5,K,1
27-Apr-68,46,SD,29,CODINGTON,TORNADO,0,K,
9-Jun-68,46,SD,91,MARSHALL,TORNADO,250,K,2
13-Jun-68,46,SD,27,CLAY,TORNADO,0,K,
20-Jun-68,46,SD,105,PERKINS,TORNADO,0,K,2
20-Jun-68,46,SD,81,LAWRENCE,TORNADO,0,K,2
20-Jun-68,46,SD,129,WALWORTH,TORNADO,0,K,3
20-Jun-68,46,SD,129,WALWORTH,TORNADO,0,K,3
20-Jun-68,46,SD,53,GREGORY,TORNADO,0,K,2
20-Jun-68,46,SD,117,STANLEY,TORNADO,0,K,2
2-Oct-69,45,SC,31,DARLINGTON,TORNADO,2.5,K,0
25-May-70,45,SC,19,CHARLESTON,TORNADO,2.5,K,1
24-Mar-75,45,SC,77,PICKENS,TORNADO,0.03,K,1
24-Mar-75,45,SC,45,GREENVILLE,TORNADO,250,K,1
24-Mar-75,45,SC,91,YORK,TORNADO,250,K,1
24-Mar-75,45,SC,25,CHESTERFIELD,TORNADO,25,K,1
15-May-75,45,SC,23,CHESTER,TORNADO,2.5,K,1
15-May-75,45,SC,71,NEWBERRY,TORNADO,25,K,1
18-May-77,46,SD,41,DEWEY,TORNADO,2.5,K,
18-May-77,46,SD,31,CORSON,TORNADO,0,K,
20-May-77,46,SD,131,CORSON,TORNADO,0,K,
21-May-77,46,SD,39,DEUEL,TORNADO,25,K,
21-May-77,46,SD,39,DEUEL,TORNADO,0,K,
21-May-77,46,SD,39,DEUEL,TORNADO,0,K,
21-May-77,46,SD,39,DEUEL,TORNADO,0,K,
21-May-77,46,SD,39,DEUEL,TORNADO,0,K,
21-May-77,46,SD,29,CODINGTON,TORNADO,0,K,
21-May-77,46,SD,29,CODINGTON,TORNADO,0,K,
21-May-77,46,SD,51,GRANT,TORNADO,2.5,K,
27-May-77,46,SD,15,BRULE,TORNADO,0,K,
30-May-77,46,SD,11,BROOKINGS,TORNADO,0,K,
10-Jun-77,46,SD,31,CORSON,TORNADO,0,K,0
22-Jun-77,46,SD,13,BROWN,TORNADO,0,K,0
10-Jul-77,46,SD,137,ZIEBACH,TORNADO,0,K,
10-Jul-77,46,SD,137,ZIEBACH,TORNADO,0,K,
10-Jul-77,46,SD,7,BENNETT,TORNADO,0,K,
10-Jul-77,46,SD,7,BENNETT,TORNADO,0,K,
10-Jul-77,46,SD,7,BENNETT,TORNADO,0,K,
10-Jul-77,46,SD,7,BENNETT,TORNADO,0,K,2
10-Jul-77,46,SD,55,HAAKON,TORNADO,0,K,
10-Jul-77,46,SD,89,MCPHERSON,TORNADO,250,K,
8-Jun-80,45,SC,41,FLORENCE,TORNADO,250,K,1
18-Jun-64,45,SC,85,SUMTER,TORNADO,2.5,K,1
21-Jun-64,45,SC,45,GREENVILLE,TORNADO,25,K,1
22-Jun-64,45,SC,91,YORK,TORNADO,25,K,1
3-Jul-64,45,SC,79,RICHLAND,TORNADO,25,K,2
15-Jul-64,45,SC,21,CHEROKEE,TORNADO,25,K,0
9-Aug-64,45,SC,41,FLORENCE,TORNADO,0.03,K,1
29-Aug-64,45,SC,19,CHARLESTON,TORNADO,2.5,K,2
29-Aug-64,45,SC,15,BERKELEY,TORNADO,0.25,K,1
29-Aug-64,45,SC,79,RICHLAND,TORNADO,250,K,2
29-Aug-64,45,SC,55,KERSHAW,TORNADO,2.5,K,1
29-Aug-64,45,SC,31,DARLINGTON,TORNADO,2.5,K,2
29-Aug-64,45,SC,41,FLORENCE,TORNADO,2.5,K,1
12-Sep-64,45,SC,51,HORRY,TORNADO,25,K,1
5-Dec-64,45,SC,41,FLORENCE,TORNADO,2.5,K,1
24-Dec-64,45,SC,45,GREENVILLE,TORNADO,0.03,K,0
17-Mar-65,45,SC,33,DILLON,TORNADO,2.5,M,0
26-Mar-65,45,SC,79,RICHLAND,TORNADO,0,K,0
26-Mar-65,45,SC,41,FLORENCE,TORNADO,2.5,K,1
24-Apr-65,45,SC,5,ALLENDALE,TORNADO,250,K,1
8-May-65,45,SC,89,WILLIAMSBURG,TORNADO,25,K,
12-May-65,45,SC,51,HORRY,TORNADO,25,K,2
19-May-65,45,SC,53,JASPER,TORNADO,25,K,1
20-May-65,45,SC,51,HORRY,TORNADO,25,K,
24-May-65,45,SC,75,ORANGEBURG,TORNADO,0.03,K,0
11-Jun-65,45,SC,15,BERKELEY,TORNADO,0.03,K,0
5-Jul-65,45,SC,19,CHARLESTON,TORNADO,2.5,K,1
23-Jul-65,45,SC,75,ORANGEBURG,TORNADO,2.5,K,1
16-Aug-65,45,SC,55,KERSHAW,TORNADO,25,K,
28-Mar-84,45,SC,51,HORRY,TORNADO,250,K,2
22-Feb-71,45,SC,17,CALHOUN,TORNADO,25,K,1
3-Mar-71,45,SC,75,ORANGEBURG,TORNADO,25,K,1
12-May-71,45,SC,79,RICHLAND,TORNADO,0.03,K,1
31-Aug-87,45,SC,79,RICHLAND,TORNADO,250,K,2
10-Nov-87,45,SC,77,PICKENS,TORNADO,25,K,1
22-Nov-92,45,SC,71,NEWBERRY,TORNADO,250,K,3
22-Nov-92,45,SC,71,NEWBERRY,TORNADO,2.5,M,2
22-Nov-92,45,SC,39,FAIRFIELD,TORNADO,0,K,0
22-Nov-92,45,SC,39,FAIRFIELD,TORNADO,0,K,0
8-May-50,46,SD,67,HUTCHINSON,TORNADO,2.5,K,1
8-Jul-51,46,SD,109,ROBERTS,TORNADO,0,K,2
20-Jul-51,46,SD,29,CODINGTON,TORNADO,0,K,2
23-Jun-52,46,SD,111,SANBORN,TORNADO,0.03,K,0
24-Jun-52,46,SD,55,HAAKON,TORNADO,0.03,K,0
27-Jun-52,46,SD,49,FAULK,TORNADO,25,K,
28-Jun-52,46,SD,53,GREGORY,TORNADO,0,K,0
28-Jun-52,46,SD,67,HUTCHINSON,TORNADO,25,K,1
9-May-53,46,SD,5,BEADLE,TORNADO,25,K,1
23-Jul-80,45,SC,75,ORANGEBURG,TORNADO,25,K,1
23-Jul-80,45,SC,27,CLARENDON,TORNADO,25,K,1
2-Feb-81,45,SC,33,DILLON,TORNADO,2.5,K,1
2-Feb-81,45,SC,33,DILLON,TORNADO,2.5,K,1
11-Feb-81,45,SC,79,RICHLAND,TORNADO,25,K,1
11-Feb-81,45,SC,63,LEXINGTON,TORNADO,2.5,K,1
19-Apr-81,45,SC,23,CHESTER,TORNADO,2.5,M,1
20-Apr-81,45,SC,75,ORANGEBURG,TORNADO,0.25,K,1
20-Apr-81,45,SC,79,RICHLAND,TORNADO,0.25,K,1
27-May-81,45,SC,41,FLORENCE,TORNADO,25,K,2
3-Jul-81,45,SC,27,CLARENDON,TORNADO,0,K,0
26-Jul-81,45,SC,75,ORANGEBURG,TORNADO,25,K,1
7-Aug-81,45,SC,49,HAMPTON,TORNADO,2.5,K,1
27-Apr-82,45,SC,25,CHESTERFIELD,TORNADO,2.5,K,1
27-Apr-82,45,SC,25,CHESTERFIELD,TORNADO,25,K,1
28-Aug-88,45,SC,27,CLARENDON,TORNADO,2.5,M,2
21-Feb-89,45,SC,63,LEXINGTON,TORNADO,250,K,1
3-May-84,45,SC,47,GREENWOOD,TORNADO,25,K,1
3-May-84,45,SC,53,JASPER,TORNADO,2.5,K,1
3-May-84,45,SC,13,BEAUFORT,TORNADO,25,K,1
3-May-84,45,SC,91,YORK,TORNADO,250,K,1
28-Apr-90,45,SC,83,SPARTANBURG,TORNADO,250,K,0
28-Apr-90,45,SC,83,SPARTANBURG,TORNADO,250,K,1
28-Apr-90,45,SC,21,CHEROKEE,TORNADO,25,K,1
10-Jul-69,46,SD,71,JACKSON,TORNADO,0,K,1
10-Jul-69,46,SD,47,FALL RIVER,TORNADO,0,K,0
10-Jul-69,46,SD,95,MELLETTE,TORNADO,0,K,
10-Jul-69,46,SD,123,TRIPP,TORNADO,0,K,0
10-Jul-69,46,SD,85,LYMAN,TORNADO,0,K,1
13-Jul-69,46,SD,11,BROOKINGS,TORNADO,0,K,0
13-Jul-69,46,SD,101,MOODY,TORNADO,0,K,0
13-Jul-69,46,SD,101,MOODY,TORNADO,0,K,0
14-Jul-69,46,SD,47,FALL RIVER,TORNADO,25,K,2
14-Jul-69,46,SD,91,MARSHALL,TORNADO,0,K,0
15-Jul-69,46,SD,63,HARDING,TORNADO,0,K,
15-Jul-69,46,SD,33,CUSTER,TORNADO,25,K,1
16-Jul-69,46,SD,113,SHANNON,TORNADO,0,K,1
17-Jul-69,46,SD,105,PERKINS,TORNADO,25,K,2
18-Jul-69,46,SD,49,FAULK,TORNADO,0,K,
23-Jul-69,46,SD,81,LAWRENCE,TORNADO,0.25,K,2
8-Aug-69,46,SD,35,DAVISON,TORNADO,25,K,2
8-Aug-69,46,SD,127,UNION,TORNADO,0,K,
6-May-71,47,TN,119,MAURY,TORNADO,0,K,0
7-May-71,47,TN,53,GIBSON,TORNADO,25,K,4
7-May-71,47,TN,17,CARROLL,TORNADO,250,K,1
7-May-71,47,TN,17,CARROLL,TORNADO,2.5,M,4
7-May-71,47,TN,5,BENTON,TORNADO,25,K,4
7-May-71,47,TN,125,MONTGOMERY,TORNADO,0,K,0
24-May-71,47,TN,47,FAYETTE,TORNADO,250,K,2
24-May-71,47,TN,113,MADISON,TORNADO,25,K,1
24-May-71,47,TN,37,DAVIDSON,TORNADO,250,K,0
14-Jun-71,47,TN,97,LAUDERDALE,TORNADO,0,K,0
14-Jun-71,47,TN,97,LAUDERDALE,TORNADO,0,K,0
9-May-53,46,SD,25,CLARK,TORNADO,25,K,1
28-May-53,46,SD,103,PENNINGTON,TORNADO,0.25,K,0
29-May-53,46,SD,31,CORSON,TORNADO,250,K,2
29-May-53,46,SD,115,SPINK,TORNADO,25,K,1
29-May-53,46,SD,25,CLARK,TORNADO,25,K,2
2-Jun-53,46,SD,41,DEWEY,TORNADO,25,K,2
7-Jun-53,46,SD,35,DAVISON,TORNADO,0,K,0
14-Jun-53,46,SD,131,DAVISON,TORNADO,25,K,2
15-Jun-53,46,SD,37,DAY,TORNADO,2.5,K,2
18-Jun-53,46,SD,87,MCCOOK,TORNADO,0.25,K,1
4-Aug-53,46,SD,81,LAWRENCE,TORNADO,0.25,K,1
27-May-54,46,SD,35,DAVISON,TORNADO,25,K,2
27-May-54,46,SD,61,HANSON,TORNADO,25,K,2
27-May-54,46,SD,87,MCCOOK,TORNADO,25,K,2
27-May-54,46,SD,127,UNION,TORNADO,2.5,K,1
10-Jun-54,46,SD,15,BRULE,TORNADO,25,K,2
11-Jun-54,46,SD,5,BEADLE,TORNADO,0.25,K,1
11-Jun-54,46,SD,37,DAY,TORNADO,0.03,K,1
18-Jun-54,46,SD,9,BON HOMME,TORNADO,25,K,3
18-Jun-54,46,SD,135,YANKTON,TORNADO,25,K,3
18-Jun-54,46,SD,115,SPINK,TORNADO,25,K,1
18-Jun-54,46,SD,135,YANKTON,TORNADO,25,K,3
18-Jun-54,46,SD,125,TURNER,TORNADO,2.5,K,2
19-Jun-54,46,SD,83,LINCOLN,TORNADO,2.5,K,3
15-Jul-54,46,SD,81,LAWRENCE,TORNADO,0,K,1
29-Jul-54,46,SD,23,CHARLES MIX,TORNADO,0,K,2
1-Aug-54,46,SD,53,GREGORY,TORNADO,0.25,K,2
19-Apr-55,46,SD,31,CORSON,TORNADO,2.5,K,0
19-Apr-55,46,SD,129,WALWORTH,TORNADO,0.25,K,1
19-Apr-55,46,SD,41,DEWEY,TORNADO,2.5,K,2
19-Apr-55,46,SD,107,POTTER,TORNADO,2.5,K,2
19-Apr-55,46,SD,107,POTTER,TORNADO,0.25,K,2
19-Apr-55,46,SD,31,CORSON,TORNADO,0.25,K,0
19-Apr-55,46,SD,107,POTTER,TORNADO,2.5,K,2
19-Apr-55,46,SD,13,BROWN,TORNADO,0.25,K,2
19-Apr-55,46,SD,45,EDMUNDS,TORNADO,0,K,2
28-Jun-55,46,SD,13,BROWN,TORNADO,25,K,2
1-Jul-55,46,SD,45,EDMUNDS,TORNADO,0,K,1
1-Jul-55,46,SD,17,BUFFALO,TORNADO,0,K,0
28-Jun-72,46,SD,83,LINCOLN,TORNADO,2.5,K,2
11-Jul-72,46,SD,109,ROBERTS,TORNADO,2.5,K,1
16-Jul-72,46,SD,123,TRIPP,TORNADO,0,K,0
19-Jul-72,46,SD,13,BROWN,TORNADO,0,K,0
21-Feb-89,45,SC,25,CHESTERFIELD,TORNADO,250,K,0
21-Feb-89,45,SC,33,DILLON,TORNADO,250,K,0
6-Mar-89,45,SC,91,YORK,TORNADO,25,K,0
4-Apr-89,45,SC,73,OCONEE,TORNADO,250,K,2
4-Apr-89,45,SC,7,ANDERSON,TORNADO,250,K,2
4-Apr-89,45,SC,45,GREENVILLE,TORNADO,2.5,M,2
4-Apr-89,45,SC,83,SPARTANBURG,TORNADO,250,K,2
4-Apr-89,45,SC,21,CHEROKEE,TORNADO,2.5,K,1
1-May-89,45,SC,11,BARNWELL,TORNADO,2.5,M,2
5-May-89,45,SC,73,OCONEE,TORNADO,25,K,2
5-May-89,45,SC,73,OCONEE,TORNADO,250,K,1
31-Aug-59,46,SD,55,HAAKON,TORNADO,25,K,2
18-May-60,46,SD,121,TODD,TORNADO,0,K,0
24-May-60,46,SD,45,EDMUNDS,TORNADO,0.25,K,0
